lafz	aeraab	qism	maani_en
شتالنگ		noun	ankle
حسادت		noun	envy, jealousy
ترکیب		noun	combination
درپی		noun	piece of cloth
کاچی		noun	a kind of porridge
رخام		noun	marble
شمن		noun	an idolater
مورد		noun	case; instance
نستوه		adj	undefeatable
کوزابری		noun	ewer
ارزیز		noun	tin
لخشک		noun	noodle
لاد		noun	layer
کرپه		noun	lambkin
پرخش		noun	rump
قوس		noun	arc, curve
تیرکش		noun	quiver
ترکش		noun	quiver
کندر		noun	Boswellia thurifera tree
چاو		noun	A paper money used in medieval China and briefly introduced by the Mongols to Iran in 1294; the first paper currency in 
بروفه		noun	towel
طوق		noun	torque
ملحق		adj	joined (to something larger)
آب معدنی		noun	mineral water
نسبت دادن		verb	to attribute
مورد علاقه		adj	favorite
تزیین		noun	decoration
شفابخش		adj	remedial, medic
فراوان		adj	abundant, ample, profuse
مقابله		noun	opposition, confrontation
شمعدان		noun	candlestick
قلاب		noun	hook
گبه		noun	Gabbeh
جشه		noun	robe
کراسه		noun	strip of parchment
خشوک		noun	bastard
ماربلاش		noun	newt
کلاش		noun	crook (criminal)
شلاق		noun	whip, lash, scourge
شخلاسه		noun	hail
مرتفع		adj	high, elevated
پهناور		adj	vast; immense
بیکران		adj	boundless, immense
از بین رفتن		verb	to be destroyed, to be annihilated
درست‌کار		adj	honest, righteous
اشخاص		noun	people, plural of شخص (šaxs)
سرزنش		noun	blame
طنین		noun	echo
گریه		noun	cry, sob
سپس		adv	then, afterwards
سرانجام		adv	finally, eventually
صخره		noun	rock, boulder
خرمک		noun	Nazar (amulet)
املوک	امْلوک	noun	persimmon
بازداشتن		verb	to withhold, to restrain, to prevent
کروز		noun	liveliness
کروش		adj	quick, fast
کروغ		noun	spine
لابد		adv	probably, presumably, must; used for an inference or conjecture
رأی‌گیری		noun	voting
همچنان		adv	likewise, in such a manner, thus
مخاطب		noun	contact (person)
متصل		adj	connected, joined, linked
گذراندن		verb	to spend; to pass (especially of time)
بگران		noun	sorrel (color)
آبشخور		noun	trough
مستخدم		noun	employee
سقرلات		noun	scarlet (color)
کومت		noun	comet
ضبط صوت		noun	tape recorder
بنوه		noun	winnowing
بوجاری		noun	winnowing
چغبوت		noun	batting
چگال		adj	dense
کانم		noun	a married woman, wife
چله		noun	a period of time (especially one of forty days)
جلبک		noun	alga
مدرک	مَدرَک	noun	document
آبگرمکن		noun	water heater
دوقلو		noun	twin (two people born from the same uterus)
بقیه		noun	remnant
یارا		noun	strength, power, ability
نارون		noun	a large tree with many branches
کات		noun	breakup (of a romantic relationship)
روشنگری		noun	enlightenment
کفگیر		noun	spatula
سرسخت		adj	obstinate, hard-headed, tenacious, headstrong
هم‌نیا		noun	sibling
معدوم		adj	annihilated
بلوط		noun	oak
فلشک		noun	flask; gugglet
نستوک		noun	roving or sliver (fibre)
فرخشنه		noun	qatayef
یارانه		adj	subsidized
توییت		noun	tweet (message posted on Twitter)
نوباوه		noun	firstfruit
لارو		noun	larva
سرخرگ		noun	artery
سیاهرگ		noun	vein
پلخته		noun	wicker basket
استرس		noun	stress
ثروتمند		adj	wealthy, rich
ورشکستگی		noun	bankruptcy
کشتیرانی		noun	shipping
آیفون		noun	iPhone
پستچی		noun	postman
جیر		noun	suede
میدان هوایی		noun	airport
خمیر دندان		noun	toothpaste
سحرباز		noun	magician
خوکچه هندی		noun	guinea pig
سویا		noun	soya
عصبانیت		noun	anger, rage
کارت اعتباری	کارْتِ اِعْتِباری	noun	credit card
گرین کارت		noun	green card (United States Permanent Resident Card)
کارت سبز		noun	green card (United States Permanent Resident Card)
شبکیه		noun	retina
جنگ داخلی	جَنْگِ داخِلی	noun	civil war
هویت		noun	identity
کلاهبرداری		noun	fraud
بلدرچین		noun	quail
خوردگی		noun	corrosion
ال‌ان‌جی		noun	LNG
عز		noun	glory, grandeur
منگنه		noun	stapler
کهن		adj	old, ancient
پیکسل		noun	pixel
لواشک		noun	Persian fruit rollup, fruit leather; lavashak
شیر سویا		noun	soya milk, soy milk
شیر گاو		noun	cow's milk
پوکی استخوان		noun	osteoporosis
لبنیات		noun	dairy products, dairy
سرنشین		noun	passenger
پوستر		noun	poster
زاج		noun	vitriol (various metal sulphates)
پوشیه		noun	mask, face veil, niqab (a veil which covers the face, worn by some Muslim women as a part of sartorial hijab)
شماره تلفن		noun	telephone number, phone number
ماهی قرمز		noun	goldfish
آب‌پاش		noun	watering can
کرکس		noun	vulture
داوطلب		noun	volunteer
ورزشکار		noun	athlete
شارژر		noun	charger; battery charger
گورخواب		noun	A homeless person who has to sleep in a grave for shelter.
بازیکن فوتبال		noun	footballer, football player
بازیکن		noun	player (of a game)
سالروز		noun	anniversary
برابری		noun	equality
نابرابری		noun	inequality
همدلی		noun	common feeling, empathy
تلفن هوشمند		noun	smartphone
رسوایی		noun	scandal, disgrace, dishonour
اعتراف کردن		verb	to confess
رضایت		noun	consent
اپلیکیشن		noun	app
آلودگی هوا		noun	air pollution
کنسولگری		noun	consulate
قانون اساسی	قانونِ اساسی	noun	constitution
کمپین		noun	campaign
اروپایی	اُروپایی	adj	European
کارفرما		noun	employer, boss
فروشگاه		noun	shop, store
درگیری		noun	skirmish, clash, fracas, conflict
ویدیدن		verb	to seek
جنگیدن		verb	to fight
سقز		noun	mastic
ایست قلبی		noun	cardiac arrest
فیلسوف		noun	philosopher
نقرس		noun	gout
درصد		noun	percent
شکنجه کردن		verb	to torture
زیرزمین	زیرزَمین	noun	cellar, basement
کلفخشنگ		noun	dripstone; stalactite or stalagmite
پرتو ایکس		noun	X-ray
فیزیکدان		noun	physicist
ایزوتوپ		noun	isotope
روده		noun	intestines
روده بزرگ		noun	large intestine
روده باریک		noun	small intestine
روده کوچک		noun	small intestine
گزارشگر		noun	reporter
دستگاه گوارش		noun	digestive system
پریستان		noun	Paristan, a fairyland belonging to the peris
مرزیدن		verb	to have sex, to fuck
میختن		verb	to piss
ریسیدن		verb	to spin; Making yarn by twisting and winding fibers together.
نکوهیدن		verb	to blame
ومیدن		verb	to vomit
آرمیدن		verb	to relax
اشنوسیدن		verb	to sneeze
ژاژیدن		verb	to talk nonsense
پوییدن		verb	to trot (walk rapidly)
ترانه‌سرا		noun	songwriter
فرود آمدن		verb	to go down
شامگاه		noun	evening, dusk, eventide, twilight
ایده		noun	idea
پریود		noun	period (menstruation)
زایمان طبیعی		noun	natural birth, natural childbirth, natural labour
اپیدورال		noun	epidural (anaesthetic)
سزارین		noun	Caesarean section, Caesarean, C-section
بند ناف		noun	umbilical cord (connecting a foetus with the placenta)
سرویکس		noun	cervix
دهانه رحم		noun	cervix
سرطان دهانه رحم		noun	cervical cancer
بخیه		noun	stitch, suture
زایمان زودرس		noun	premature birth, premature labour
زودرس		adj	early, premature
آی‌وی‌اف		noun	IVF
افسردگی پس از زایمان		noun	postnatal depression, postpartum depression
مرخشه		adj	ominous
خجسته		adj	fortunate, auspicious
لینک		noun	link
روستا		noun	village
شلوارک		noun	shorts
روستایی		adj	rural, country, pastoral, rustic
راک اند رول		noun	rock and roll
آشامیدنی		adj	potable
راهپیمایی		noun	rally, march
خانه‌تکانی		noun	Traditional thorough spring cleaning in preparation for Nowruz (Iranian New Year).
گیفتن		verb	to mislead, seduce; deviate
گشنیدن		verb	to impregnate, fecundate
گسستن		verb	to split; to take apart; to disconnect
شتافتن		verb	to hasten
شتابیدن		verb	to hasten
وژولیدن		verb	to stimulate
گزاردن		verb	to express, to announce, to explain
زاویه		noun	angle, corner
قلوه		noun	kidney
فراموشیدن		verb	to forget
زاییدن		verb	to give birth
زادن		verb	to give birth
لوخن		noun	moon, moonlight
ترنج		noun	citron (fruit)
دروغ گفتن		verb	to lie, to tell lies
از چه روی		adv	why
برای چه		adv	why
ابیشه		adj	furtive
کالفته		adj	confused, bewildered
کالیو		adj	stupid, dumb
وشتن		verb	to dance
پینگ‌پونگ		noun	ping pong
پیشرفته		adj	advanced; sophisticated
بانکداری		noun	banking
مجوس		noun	Magus, Magian
هاون		noun	mortar (tool used with pestle)
به عنوان		prep	as; in the capacity of
مشرقی		adj	eastern
راغ		noun	meadow
دارابزین		noun	balustrade
حوضک		noun	little basin, little pool, little tank
اشپل		noun	spawn
نوبهار		noun	spring
صبوح		noun	morning draught
بارسات		noun	monsoon, rainy season in India
تطابق کردن		verb	to conform, to be conform
کشمیری		adj	Kashmiri (of or pertaining to Kashmir)
نبات		noun	rock candy, rock sugar
پوپو		noun	hoopoe
کلبتان		noun	tongs
کلبتین		noun	tongs
زیانکار	زِیانکار	adj	harmful
بلای عشق		noun	affliction of love
اهل درد		noun	"one tormented with love or grief"
اهالی		noun	broken plural of اهل (ahl)
گذرواژه		noun	password
مخرب		noun	wrecker, destroyer, saboteur
روند		noun	process
پروگرام		noun	program
پلان		noun	plan
حذر		noun	caution, the act of being careful
شات		noun	A single unbroken sequence of frames.
بر حذر بودن		verb	to be cautious
نمودار		noun	diagram
نمایان		adj	visible, evident, apparent, observable
پدیدار	پَدیدار	adj	visible, evident, apparent, observable
بخل		noun	avarice, stinginess
سوارکار		noun	horseman, jockey
سبزه‌زار		noun	pasture, meadow
وسع		noun	ability, capacity; (now usually) financial capacity
بر پای خاستن		verb	to stand up
گل گاوزبان		noun	Echium amoenum
مسخره		noun	clown, buffoon; ridiculous person
سیاه سوخته		noun	nigger
دوباره مجذوب شدن		verb	re-engage
قبضه کردن		verb	to occupy
خخخ		intj	haha, lol (used to indicate laughter)
پیش ایوان		noun	front porch, courtyard
بی‌عرضه		adj	incompetent
عرضه		noun	offering, presentation
باعرضه		adj	competent
بجنب		intj	hurry up
سنبادیه		noun	a cult, followers of Sindbad (Sunpadh) the Magus
شخشیدن		verb	to slip, trip
پوره		noun	puree
سنبوسه		noun	sambuseh (Iranian pastry with a triangular shape, similar to Indian samosa)
کمبود		noun	shortage, lack
کم‌خونی		noun	anaemia
آپدیت		noun	update
سازگار		adj	compatible
پاراگراف		noun	paragraph
گرمایش زمین		noun	global warming
روغن نارگیل		noun	coconut oil
دژآگاه		adj	bellicose, bloodthirsty.
حسن نیت		noun	good intentions
سوء نیت		noun	bad intentions
کشیده		adj	long
قالب		noun	mould
رهنامه		noun	periplus
ماشین آب‌پاش		noun	water cannon
وگان		adj	vegan
ارزن		noun	millet
بیماری سلیاک		noun	coeliac disease
کلینیک	کِلینیک	noun	clinic
گلوتن		noun	gluten
سلیاک		noun	coeliac disease
بانک مرکزی		noun	central bank
پیشگیری		noun	prevention
مینی‌ژوپ		noun	mini skirt, miniskirt
استارتاپ		noun	start-up, startup (a new company or organisation or business venture designed for rapid growth)
فلفل سیاه		noun	black pepper
اسپینر		noun	fidget spinner
پاک‌کن		noun	rubber (AUS, NZ, UK), eraser (US)
گوشت خوک		noun	pork
خنده‌دار		adj	funny
گوش‌پاک‌کن		noun	cotton wool bud, cotton bud, Q-tip (US)
گوشت گاو		noun	beef
تپل		adj	chubby
تکنیک		noun	technique
تایم‌لاین		noun	timeline
زوجه		noun	wife
درقه		noun	targe, target
ترخینه		noun	tarhana
پینو		noun	buttermilk
پرگاله		noun	particle
بی‌سواد		adj	illiterate
باسوادی		noun	literateness
هلتاک		noun	dried balls made from sour milk.
به یاد داشتن	بِه یاد دَاشْتَن	verb	to remember
معجون		noun	mixture
ضربه		noun	stroke, blow, strike
داوری		noun	arbitration
توانگری		noun	riches, wealth
نخله		noun	palm tree
سرچ		noun	search
بانکه		noun	jar
بخور		noun	incense
بنفشه‌ای		adj	violet
غصن		noun	branch
اهل مجلس		noun	"the audience, the invited people"
کاونجک		noun	muskmelon
جوانه		noun	sprout
مقصر		adj	guilty, culpable, responsible, at fault
اهل انصاف		noun	people of just treatment
اهل جهان		noun	the people of the world
اهل دل		noun	"man or men of mind; great man or men"
اهل دیوان		noun	people of the divan (officials)
اهل دنیا		noun	"a cosmopolitan"
اهل علم		noun	people of knowledge (knowledgeable people)
اهل عشق		noun	people of love
اهل فساد		noun	"seditious [person(s)]; a rioter"
اهل حال		noun	"pleasure-seeking (man or men)"
اهل هنر		noun	"skilled person(s)"
اهل حسد		noun	people of envy (envious people)
سرسبز		adj	covered with grass and/or other vegetation; green
شرابه		noun	tassel
محاصره		noun	siege, blockade
برپا کردن		verb	to set up
غریبی		noun	strangeness, peculiarity
صرصر		noun	cold, whistling wind
غریبی کردن		verb	to act or feel shy, reserved, or scared, especially of small children, due to presence of strangers or unrelated people
درآمدن		verb	to enter, come inside
مهتر		noun	a chief
حاخشوک		noun	sickle
مرزه		noun	savory, summer savory
تشدید		noun	gemination (phenomenon of a consonant being articulated for a longer duration of time)
چرخچی		noun	carter (one who transports something by cart)
شلم شوربا		adj	messy, lacking order
شکرشکن		adj	sugar-breaking
بی چشم و رو		adj	ungrateful
زاستر		adv	away; beyond
تعادل		noun	balance, equilibrium
استفراغ		noun	vomiting, belching
سیکی		noun	bottle gourd, calabash
چوغور		noun	sparrow
میزد		noun	banquet, celebration
پاشنه		noun	heel (of a foot)
لیچ		adj	wet, soaked, soggy
راب		noun	slug
شوک		noun	jolt, prickle
نسپار		noun	winepress
هواسیدن		verb	to parch; shrivel; wither
سترگ		adj	stark, thick, tough, rugged
مشاق		noun	servant, domestic
رنجبر		noun	toiler, drudge
هراسان		adj	fearful
مفسد فی الارض		noun	someone who has spread corruption on Earth, a broadly defined capital crime in Iran
بوری		adj	blond
منقرض		adj	extinct
شادروان		noun	a foundation
توازن		noun	balance, equilibrium
رسا		adj	far-reaching, audible, loud (voice)
حبسیه		noun	prison poem, habsiyyat
بیگاه		adj	untimely
دستباف		noun	handmade knitting
التزام		noun	obligation, undertaking, pledge
لواش		noun	lavash (a soft, thin flatbread made with flour, water, yeast, and salt, baked in a tandoor, and sometimes sprinkled with
دست‌کم گرفتن		verb	to underestimate
خب		conj	so (with the result that)
برکت دادن		verb	to bless
لحن		noun	tune, melody
پفلنگ		noun	balloon
چراغ قوه		noun	torch/flashlight
تپانچه		noun	handgun, pistol
چانه‌زنی		noun	haggling, bargaining
نوروفیبروماتوز		noun	neurofibromatosis
کاناپه		noun	sofa, couch
ستون فقرات		noun	spinal column
چندزنی		noun	polygyny
چندهمسری		noun	polygamy
انسولین		noun	insulin
استروژن		noun	oestrogen (UK), estrogen (US)
تکامل		noun	evolution
فرگشت		noun	the evolution (theory)
مادرزادی		adj	congenital
سلول بنیادی		noun	stem cell
بانک خون		noun	blood bank
تیخ		noun	blade, razor
کیزه		noun	earthen bottle with a long narrow neck for water
انتخاو		noun	election
تهل		adj	bitter
مخلص		noun	safe place; refuge
کوگ		noun	partridge (bird)
مزلنگ		noun	eyelash
کوت		noun	heap, stack
لیزر		noun	laser
ارسی		noun	sash window
چاپگر سه‌بعدی		noun	3D printer
گرجه		noun	plum
راه حل		noun	solution
جزا		noun	punishment
قشر		noun	hull, rind, cortex
دوشیدن		verb	to milk
عشیره		noun	tribe
لرز		noun	shaking
گزینه		noun	choice
فالو کردن		verb	to follow
کلیپ		noun	clip (a section of video taken from a film, broadcast or other longer video)
موج‌سواری		noun	surfing
عرابه		noun	chariot
طول موج		noun	wavelength
موج‌سوار		noun	surfer
بچه‌گربه		noun	kitten
پاگشا		noun	Pagosha, a reception held for a recently-married couple according to traditional Iranian custom.
ویتامین ث		noun	vitamin C
ویتامین دی		noun	vitamin D
کلسیم		noun	calcium
سنتز		noun	synthesis
فشار خون		noun	blood pressure
فشار خون بالا		noun	hypertension, high blood pressure
دیابت بارداری		noun	gestational diabetes
قند خون		noun	blood sugar
کبد چرب		noun	fatty liver
طب سنتی		noun	traditional medicine
ریتوییت کردن		verb	to retweet
داروشناسی		noun	pharmacology
داروشناس		noun	pharmacologist
گروه مرگ		noun	group of death
خدایا		intj	oh God
مخملک		noun	scarlet fever
سردرد		noun	headache
شبکه اجتماعی	شَبَکِهٔ اِجْتِماعی	noun	social network
رفتگر		noun	dustman, street-sweeper
مرزش		noun	having sex
دامپزشک		noun	vet, veterinary surgeon, veterinarian (Aus, US)
دامپزشکی		noun	veterinary medicine
روابط بین‌الملل		noun	international relations
حقوق بین‌الملل		noun	international law
گلبول قرمز		noun	red blood cell, erythrocyte
هموگلوبین		noun	haemoglobin, hemoglobin (US)
گلبول سفید		noun	white blood cell, leucocyte or leukocyte
مکتوب		noun	letter (a written message)
کمان زنبورکی		noun	a crossbow
سگک		noun	buckle
سرسره		noun	slide
سرسره آبی		noun	water slide
کمک‌های اولیه		noun	first aid
رگل		noun	period, menstruation
فنجان قاعدگی		noun	menstrual cup
کوهنوردی		noun	mountaineering
چارک		noun	quartile
کنجکاوی		noun	curiosity
ناباروری		noun	infertility
قرص اورژانسی		noun	morning-after pill, emergency contraceptive pill
آی‌یودی		noun	IUD
ناخواسته		adj	unwanted
وامیدن		verb	to vomit
مقابل		adj	vis-à-vis, face to face, opposite
کاکا		noun	paternal uncle
سفیده		noun	egg white
پسین		adj	latest
لیست		noun	list
پفک		noun	cheese puff
حالی		adj	present; current; as of now
خشک‌شویی		noun	dry-cleaning
چرخ خیاطی		noun	sewing machine
فریزر		noun	freezer
ویلچر		noun	wheelchair
رختخواب	رَخْتِخواب	noun	bedroll
مراقب	مُراقِب	adj	watchful, vigilant, observant, careful
بغامه		noun	A demon inhabiting the deserts.
شطرنج‌باز	شَطرَنجباز	noun	chess-player, chess player
سازدهنی		noun	harmonica
یقه		noun	collar
گریبان		noun	collar
یقه اسکی		noun	polo-neck (UK), turtleneck (US)
آنژین		noun	angina
آنژین صدری		noun	angina pectoris
پانسمان		noun	dressing
نخ دندان		noun	dental floss
سرشماری		noun	census, headcount
نخ		noun	thread, string
تیماج		noun	goatskin leather
شهاب‌سنگ		noun	meteorite
سنگ آسمانی		noun	meteorite
تنیس‌باز		noun	tennis player
تنیسور		noun	tennis player
آرنج تنیس‌بازان		noun	tennis elbow
انگشتر		noun	ring (jewellery)
حلقه ازدواج		noun	wedding ring, wedding band (US)
نامزدی		noun	engagement, betrothal
حلقه نامزدی		noun	engagement ring
بی‌خانمانی		noun	homelessness
بی‌خانمان		adj	homeless
گورخوابی		noun	The act of sheltering in a grave to sleep due to homelessness.
کارتن‌خوابی		noun	The act of sleeping in cardboard boxes or on broken down cardboard boxes due to homelessness.
کارتن‌خواب		noun	A homeless person who has to sleep in a cardboard box for shelter, or who sleeps on broken down cardboard boxes.
تعویق		noun	postponement, deferral, deferment
تصادفی		adj	random, chance
کلزا		noun	rapeseed, canola, rape
نوشابه انرژی‌زا		noun	energy drink
ضخامت		noun	thickness
خلاصه		noun	summary
آتش زدن		verb	to set fire to, to burn
گاز اشک‌آور		noun	tear gas
اسپری فلفل		noun	pepper spray
کوکتل مولوتف		noun	Molotov cocktail
کانتینر		noun	container (very large, typically metal, box used for transporting goods)
بارگنج		noun	container (very large, typically metal, box used for transporting goods)
خروجی		noun	exit, way-out
خودپسندی		noun	arrogance, conceitedness, selfishness
خودپسند		adj	arrogant, conceited, selfish
عفونت کردن		verb	to be infected, get infected
کشیک دادن		verb	to guard
پاسبانی کردن		verb	to guard (someone / something)
خفه		adj	strangled, choked, suffocated
خفگی		noun	suffocation; asphyxiation
پرتوقع		adj	over-expectant; demanding
کبودی		noun	bruise, contusion
پادگان		noun	garrison
پوشش دادن		verb	to cover (place something over or upon, as to conceal or protect)
بازجویی		noun	interrogation
اشکال	اِشکال	noun	difficulty
بازجویی کردن		verb	to interrogate
دوده		noun	soot, lampblack
رادیکال		adj	radical
موفقیت		noun	success
شاورما		noun	shawarma
متشکر		adj	thankful
متشکر بودن		verb	to be thankful, to be grateful
سپاسگزار بودن		verb	to be thankful, to be grateful
ممنون بودن		verb	to be thankful, to be grateful
لثه		noun	gum (of the teeth)
دندان مصنوعی		noun	false teeth
مسواک برقی		noun	electric toothbrush
ممنونم		intj	thank you
مینای دندان		noun	tooth enamel
سفید کردن		verb	to whiten
الگوریتم		noun	algorithm
آنباکسینگ		noun	unboxing (the unpacking of products, especially high tech consumer products, where the process is captured on video and 
تلگراف‌خانه		noun	telegraph office (institution providing telegraphic services)
ساعت هوشمند		noun	smartwatch
تلگراف		noun	telegraph
ماهواره		noun	artificial satellite
اینترنت ماهواره‌ای		noun	satellite internet
ماهواره‌ای		adj	of, or relating to, satellites
نفتکش		noun	oil tanker
سنگواره		noun	fossil
فسیل		noun	fossil
هرج و مرج		noun	anarchy, turmoil, chaos
گهواره		noun	cot (UK), cradle
فاشیسم		noun	fascism
دیکتاتوری		noun	dictatorship
خوشبختانه		adv	fortunately
شرم‌آور		adj	shameful, disgraceful
نعلبندی		noun	farriery
انتفاضه		noun	intifada
فشفشه		noun	sparkler
پدافند		noun	defence
تراجنسی		noun	transsexual
بیضی		noun	oval
خاخام		noun	rabbi, Rabbi
درواخ		adj	healthy, sound
شمرده		adj	counted
ناقوس مرگ		noun	death knell
ایرباس		noun	Airbus
رودنگ		noun	madder
شمه		noun	inkling, slight notion; very small quantity
بی‌سابقه		adj	unprecedented
قیماق		noun	kaymak (a creamy dairy product, similar to clotted cream, made in the Balkans, Turkey, the Middle East, Central Asia, Ir
بابابزرگ		noun	grandpa, grandfather
نباتات		noun	broken plural of نبات (nabāt /nabât)
سکوبا		noun	bishop
هلونگ		noun	curd, yoghurt
دولت عمیق		noun	deep state, shadow government, state within a state
موزیم	مُوزِیَم	noun	museum
سبشت		adj	vulgar, obscene
درشته		adj	crushed, ground
پنگوئن		noun	penguin
پرینتر		noun	printer (computing)
قحط		noun	famine, dearth
سندره		noun	bastard
تاراج		noun	plunder
فرب		noun	large river
توپچى		noun	artilleryman, gunner
محقق		adj	ascertained
بلنجمشک		noun	lemon balm
بلنجاسپ		noun	mugwort
پونه		noun	pennyroyal
گرزن		noun	wreath, crown
آغیل		noun	a leer; ogle; glare
ورکاک		noun	shrike
تکز		noun	grapeseed
اختلال		noun	disruption, disturbance
روسپی‌زاده		noun	son of a whore, bastard
لچ		adj	naked
پشیز		noun	fish scale
هشپلک		noun	whistle
بیات		adj	stale
گیاده		adj	dishonorable; disrespectful
غرواس		noun	a kind of grass used to make brushes; brush
جرامین		noun	pasture
افزایش پیدا کردن		verb	increase
افزایش یافتن		verb	increase
روچه		noun	precocious or early ripe fruit
راوک		noun	light wine; pure wine
سکج		noun	raisin
سنجیدن		verb	to weigh
سخش		adj	tattered
ارده		noun	ardeh, tahini, sesame paste
رهانیدن		verb	to liberate, to free, to rescue
اتوبان		noun	motorway/freeway
آزادراه		noun	motorway/freeway
تستوسترون		noun	testosterone
خمیرمایه		noun	leaven, yeast
سالوس		noun	deceiver; hypocrite
سیصد		num	three hundred
ای بابا		intj	oh man (expresses mild frustration)
فلس		noun	flake, lamination, scale
لشن		adj	soft
رسیده		adj	aged, mature
مهرازی		noun	architecture
مهراز		noun	architect
خارق‌العاده		adj	phenomenal; supernatural; extraordinary
پیداوار		adj	visible, open
اوگاریتی		adj	Ugaritian, Ugaritic
بژم		noun	dew
ابزیم		noun	clasp, buckle
پریش		noun	root of the verb پریشیدن (parêšidan, “to distract”)
بهتان زدن		verb	to accuse
قبیح		adj	ugly
هماورد		noun	competitor, rival, opponent
ماهچه		noun	little moon
صدمه دیدن		verb	to get injured
صدمه زدن		verb	to injure
پیشخدمت		noun	waiter
برهوت		adj	a wasteland, a desolated desert.
ریباری		noun	a fast horse; steed
رعشه		noun	A shake, quiver, tremor, or tremble.
مغشوش		adj	disorderly, rumpled, marked by disorder.
فضانورد		noun	astronaut
بساخ		noun	comfort; leisure
نزوق		noun	a male horse
مشوش		adj	anxious, uneasy.
ملول		adj	uninterested, jaded.
بیشترین		adv	the most
هرول		noun	a kind of legume
هرواج		noun	joy
تفیلا		noun	tefilla, prayer
لیو		noun	sun, sunlight
زنجره		noun	cicada
معوج		adj	distorted, contorted
کیف کردن		verb	to enjoy
لرد		noun	field, arena
دراغ		noun	sediments of dairy products; curd
دانگ		noun	sixth of something, particularly
ابشتن		noun	shelter, refuge, sanctuary
یپک		noun	raw silk
پرده‌سرای		noun	pavilion
اماج		noun	A small round piece of dough; a soup made of this
خدشه		noun	scratch, abrasion
پرواس		noun	enclosure; barrier; hedge
فرهست		noun	sorcery
انفست		noun	spiderweb
چغندر		noun	beet
پنالتی		noun	penalty
کارت قرمز		noun	red card
آفساید		noun	offside
داربی		noun	derby (a sports match between local rival teams)
مسی		adj	copper; copper-coloured; of or relating to copper
خانواده سلطنتی		noun	royal family
شوفاژ		noun	central heating
چاه نفت		noun	oil well
صرافی		noun	bureau de change
بردک		noun	riddle (verbal puzzle)
خاورمیانه‌ای		adj	Middle Eastern
سیم‌گیر		noun	tailpiece, or something which secures a string or wire
شیطانک		noun	nut
ژل		noun	gel
ویولن		noun	violin
آزمایش خون		noun	blood test
مزوزا		noun	mezuzah
سمد		noun	fine wheat flour
فوتسال		noun	futsal (a form of football played indoors)
ویولا		noun	viola
آلتو		noun	viola
کاشی‌کاری		noun	tilework, ornate tilework
استیم		noun	pus
آبسنگ		noun	reef
آبسنگ مرجانی		noun	coral reef
جوجه‌تیغی		noun	hedgehog
گیاهخواری		noun	vegetarianism
رآکتور شیمیایی		noun	chemical reactor
رآکتور		noun	reactor
شیمیایی		adj	chemical
مهندسی هسته‌ای		noun	nuclear engineering
همسریابی		noun	Looking for a husband or wife, a partner.
هناییدن		verb	to affect
دوست‌یابی		noun	Looking for friends, implying friends with the potential for forming a romantic attachment
خواستگاری		noun	proposal (of marriage), especially khastegari, proposing marriage to a woman following Iranian khastegari customs
بالاخره	بِالْاَخَره	adv	finally, in the end
دایرکت		noun	DM (a direct message, usually on a social website)
دیباگ کردن		verb	to debug
روتر		noun	router (a device that connects local area networks to form a larger internet)
پورت		noun	port
ساختار		noun	structure
تأسف		noun	regret, sorriness, sad feelings
معدنچی		noun	miner
جدول تناوبی		noun	periodic table
آذین		noun	ornament, decoration
مهندسی برق		noun	electrical engineering
مهندسی کامپیوتر		noun	computer engineering
مهندسی نرم‌افزار		noun	software engineering
مهندسی مکانیک		noun	mechanical engineering
مهندسی هوافضا		noun	aerospace engineering
مهندسی شیمی		noun	chemical engineering
مرورگر		noun	browser (a web browser)
مادربرد		noun	motherboard
وب‌کم		noun	webcam
مهندس نرم‌افزار		noun	software engineer
مهندس برق		noun	electrical engineer
مهندس مکانیک		noun	mechanical engineer
یولاف		noun	oat
شناگر		noun	swimmer
خودتراش		noun	razor
زبان اشاره		noun	sign language
کم‌شنوا		adj	hard of hearing, hearing-impaired
شنوا		adj	hearing, capable of hearing, listening
جلب		noun	drawing, attracting
بختک		noun	An evil spirit in Iranian folklore equivalent to Germanic mare; nightmare.
ترانسلیتراسیون		noun	transliteration
نویسه‌گردانی		noun	transliteration
ارزشمند	اَرزِشمَند	adj	valuable
مام		noun	roll-on deodorant
ایوار		noun	evening
شبگیر		adj	nocturnal; by night; at night
سلب		noun	taking away, deprivation, forfeiture
زورق		noun	skiff, lake-boat, boat
زمام		noun	power, control, leads, initiative, reins
بک		noun	frog
فشارسنج		noun	barometer
درع		noun	armor; body armor; coat of mail
سین		noun	Name of the 25th letter of the Persian alphabet (س), representing the sound /s/.
عجين		adj	mixed, mingled
تعلل		noun	procrastination
کلاف		noun	skein, hank, a ball of thread
کاف		noun	Name of (ک), the Persian form of the letter kaf, representing the sound /k/.
تبریزی		adj	of or belonging to Tabriz
عرعر	عَرْعَرْ	noun	the braying / heehaw of a donkey
ولع		noun	intense yearning, ardor, (physical) passion
جعد	جَعد	noun	crisp, curly hair; ringlet; tress
متکا		noun	bolster
نگران		adj	worried; anxious
تشنج		noun	convulsion
نارسایی قلب		noun	heart failure
سکته قلبی		noun	heart attack
مزمن		adj	chronic
مترسک		noun	scarecrow
پزشکی		noun	medicine (as a subject of study)
وج		noun	sweet flag, Acorus calamus
فاشرا	فَاشِرَا	noun	Bryonia gen. et spp.
سندروس		noun	the tree Tetraclinis articulata
